Activity ID,Pillar,Age Group,Category,Category Description,Topic Number,Topic,Activity Name,Objective,Explanation,Age,Estimated Time,Hashtags,Materials,Steps,Skills,Activity Type,Difficulty Level,Parent Involvement
play-creativity-teen-13-18-imaginative-play-with-dolls-3,Play & Creativity,Teen (13-18),Imaginative Play with Dolls,Comprehensive imaginative play with dolls activities for teen (13-18),3,Imaginative Play with Dolls Activity 3,Imaginative Play with Dolls Activity 3,Develop imaginative play with dolls skills for teen (13-18),Engage in imaginative play with dolls activities designed for teen (13-18) development,Teen (13-18),45-90 min,#ImaginativePlaywithDolls;#Teen;#PlayCreativity,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Imaginative Play with Dolls;Play & Creativity development;Problem solving;Creative thinking;Progress tracking,Creative,Advanced,Low
play-creativity-teen-13-18-imaginative-play-with-dolls-4,Play & Creativity,Teen (13-18),Imaginative Play with Dolls,Comprehensive imaginative play with dolls activities for teen (13-18),4,Imaginative Play with Dolls Activity 4,Imaginative Play with Dolls Activity 4,Develop imaginative play with dolls skills for teen (13-18),Engage in imaginative play with dolls activities designed for teen (13-18) development,Teen (13-18),45-90 min,#ImaginativePlaywithDolls;#Teen;#PlayCreativity,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Imaginative Play with Dolls;Play & Creativity development;Problem solving;Creative thinking;Progress tracking,Creative,Advanced,Low
play-creativity-teen-13-18-imaginative-play-with-dolls-5,Play & Creativity,Teen (13-18),Imaginative Play with Dolls,Comprehensive imaginative play with dolls activities for teen (13-18),5,Imaginative Play with Dolls Activity 5,Imaginative Play with Dolls Activity 5,Develop imaginative play with dolls skills for teen (13-18),Engage in imaginative play with dolls activities designed for teen (13-18) development,Teen (13-18),45-90 min,#ImaginativePlaywithDolls;#Teen;#PlayCreativity,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Imaginative Play with Dolls;Play & Creativity development;Problem solving;Creative thinking;Progress tracking,Creative,Advanced,Low
play-creativity-teen-13-18-imaginative-play-with-dolls-6,Play & Creativity,Teen (13-18),Imaginative Play with Dolls,Comprehensive imaginative play with dolls activities for teen (13-18),6,Imaginative Play with Dolls Activity 6,Imaginative Play with Dolls Activity 6,Develop imaginative play with dolls skills for teen (13-18),Engage in imaginative play with dolls activities designed for teen (13-18) development,Teen (13-18),45-90 min,#ImaginativePlaywithDolls;#Teen;#PlayCreativity,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Imaginative Play with Dolls;Play & Creativity development;Problem solving;Creative thinking;Progress tracking,Creative,Advanced,Low
play-creativity-teen-13-18-imaginative-play-with-dolls-7,Play & Creativity,Teen (13-18),Imaginative Play with Dolls,Comprehensive imaginative play with dolls activities for teen (13-18),7,Imaginative Play with Dolls Activity 7,Imaginative Play with Dolls Activity 7,Develop imaginative play with dolls skills for teen (13-18),Engage in imaginative play with dolls activities designed for teen (13-18) development,Teen (13-18),45-90 min,#ImaginativePlaywithDolls;#Teen;#PlayCreativity,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Imaginative Play with Dolls;Play & Creativity development;Problem solving;Creative thinking;Progress tracking,Creative,Advanced,Low
play-creativity-teen-13-18-simple-crafting-1,Play & Creativity,Teen (13-18),Simple Crafting,Comprehensive simple crafting activities for teen (13-18),1,Simple Crafting Activity 1,Simple Crafting Activity 1,Develop simple crafting skills for teen (13-18),Engage in simple crafting activities designed for teen (13-18) development,Teen (13-18),45-90 min,#SimpleCrafting;#Teen;#PlayCreativity,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Simple Crafting;Play & Creativity development;Problem solving;Creative thinking;Progress tracking,Cognitive,Advanced,Low
play-creativity-teen-13-18-simple-crafting-2,Play & Creativity,Teen (13-18),Simple Crafting,Comprehensive simple crafting activities for teen (13-18),2,Simple Crafting Activity 2,Simple Crafting Activity 2,Develop simple crafting skills for teen (13-18),Engage in simple crafting activities designed for teen (13-18) development,Teen (13-18),60-120 min,#SimpleCrafting;#Teen;#PlayCreativity,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Simple Crafting;Play & Creativity development;Problem solving;Creative thinking;Progress tracking,Cognitive,Advanced,Low
play-creativity-teen-13-18-simple-crafting-3,Play & Creativity,Teen (13-18),Simple Crafting,Comprehensive simple crafting activities for teen (13-18),3,Simple Crafting Activity 3,Simple Crafting Activity 3,Develop simple crafting skills for teen (13-18),Engage in simple crafting activities designed for teen (13-18) development,Teen (13-18),60-120 min,#SimpleCrafting;#Teen;#PlayCreativity,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Simple Crafting;Play & Creativity development;Problem solving;Creative thinking;Progress tracking,Cognitive,Advanced,Low
play-creativity-teen-13-18-simple-crafting-4,Play & Creativity,Teen (13-18),Simple Crafting,Comprehensive simple crafting activities for teen (13-18),4,Simple Crafting Activity 4,Simple Crafting Activity 4,Develop simple crafting skills for teen (13-18),Engage in simple crafting activities designed for teen (13-18) development,Teen (13-18),45-90 min,#SimpleCrafting;#Teen;#PlayCreativity,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Simple Crafting;Play & Creativity development;Problem solving;Creative thinking;Progress tracking,Cognitive,Advanced,Low
play-creativity-teen-13-18-simple-crafting-5,Play & Creativity,Teen (13-18),Simple Crafting,Comprehensive simple crafting activities for teen (13-18),5,Simple Crafting Activity 5,Simple Crafting Activity 5,Develop simple crafting skills for teen (13-18),Engage in simple crafting activities designed for teen (13-18) development,Teen (13-18),60-120 min,#SimpleCrafting;#Teen;#PlayCreativity,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Simple Crafting;Play & Creativity development;Problem solving;Creative thinking;Progress tracking,Cognitive,Advanced,Low
play-creativity-teen-13-18-simple-crafting-6,Play & Creativity,Teen (13-18),Simple Crafting,Comprehensive simple crafting activities for teen (13-18),6,Simple Crafting Activity 6,Simple Crafting Activity 6,Develop simple crafting skills for teen (13-18),Engage in simple crafting activities designed for teen (13-18) development,Teen (13-18),60-120 min,#SimpleCrafting;#Teen;#PlayCreativity,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Simple Crafting;Play & Creativity development;Problem solving;Creative thinking;Progress tracking,Cognitive,Advanced,Low
play-creativity-teen-13-18-simple-crafting-7,Play & Creativity,Teen (13-18),Simple Crafting,Comprehensive simple crafting activities for teen (13-18),7,Simple Crafting Activity 7,Simple Crafting Activity 7,Develop simple crafting skills for teen (13-18),Engage in simple crafting activities designed for teen (13-18) development,Teen (13-18),45-90 min,#SimpleCrafting;#Teen;#PlayCreativity,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Simple Crafting;Play & Creativity development;Problem solving;Creative thinking;Progress tracking,Cognitive,Advanced,Low
play-creativity-teen-13-18-simple-crafting-8,Play & Creativity,Teen (13-18),Simple Crafting,Comprehensive simple crafting activities for teen (13-18),8,Simple Crafting Activity 8,Simple Crafting Activity 8,Develop simple crafting skills for teen (13-18),Engage in simple crafting activities designed for teen (13-18) development,Teen (13-18),60-120 min,#SimpleCrafting;#Teen;#PlayCreativity,Activity kit (supplied by us);Step-by-step guide (supplied by us);Progress tracking sheet (supplied by us);Age-appropriate materials,1. Prepare materials from our activity kit;2. Follow our step-by-step guide;3. Engage in the activity;4. Track progress on our tracking sheet;5. Return materials when complete,Simple Crafting;Play & Creativity development;Problem solving;Creative thinking;Progress tracking,Cognitive,Advanced,Low
